symbol,company_name,sector
UTI,Universal Technical Institute Inc Common Stock,Consumer Defensive
UTL,UNITIL Corporation Common Stock,Utilities
UTZ,Utz Brands Inc Class A Common Stock ,Consumer Defensive
UVE,UNIVERSAL INSURANCE HOLDINGS INC Common Stock,Financial Services
UVV,Universal Corporation Common Stock,Consumer Defensive
UWMC,UWM Holdings Corporation Class A Common Stock,Financial Services
UZD,United States Cellular Corporation 6.250% Senior Notes due 2069,Unknown
UZE,United States Cellular Corporation 5.500% Senior Notes due 2070,Unknown
UZF,United States Cellular Corporation 5.500% Senior Notes due 2070,Unknown
V,Visa Inc.,Financial Services
VAC,Marriott Vacations Worldwide Corporation Common Stock,Consumer Cyclical
VAL,Valaris Limited Common Shares,Energy
VALE,VALE S.A.  American Depositary Shares Each Representing one common share,Basic Materials
VATE,INNOVATE Corp. Common Stock,Industrials
VBF,Invesco Bond Fund Common Stock,Financial Services
VCV,Invesco California Value Municipal Income Trust Common Stock,Financial Services
VEEV,Veeva Systems Inc. Class A Common Stock,Healthcare
VEL,"Velocity Financial, Inc. Common Stock",Financial Services
VET,Vermilion Energy Inc. Common (Canada),Energy
VFC,V.F. Corporation Common Stock,Consumer Cyclical
VG,"Venture Global, Inc. Class A common stock",Energy
VGI,Virtus Global Multi,Financial Services
VGM,Invesco Trust for Investment Grade Municipals Common Stock (DE),Financial Services
VHC,VirnetX Holding Corp Common Stock,Technology
VHI,"Valhi, Inc. Common Stock",Basic Materials
VICI,VICI Properties Inc. Common Stock,Real Estate
VIK,Viking Holdings Ltd Ordinary Shares,Consumer Cyclical
VIPS,"Vipshop Holdings Limited American Depositary Shares, each representing two ordinary shares",Consumer Cyclical
VIST,"Vista Energy S.A.B. de C.V. American Depositary Shares, each representing one series A share, with no par value",Energy
VIV,Telefonica Brasil S.A. American Depositary Shares (Each representing One Common Share),Communication Services
VKQ,Invesco Municipal Trust Common Stock,Financial Services
VLN,Valens Semiconductor Ltd. Ordinary Shares,Technology
VLO,Valero Energy Corporation Common Stock,Energy
VLRS,"Controladora Vuela Compania de Aviacion, S.A.B. de C.V. American Depositary Shares, each representing ten (10) Ordinary Participation Certificates",Industrials
VLT,Invesco High Income Trust II,Financial Services
VLTO,Veralto Corp Common Stock ,Industrials
VMC,Vulcan Materials Company (Holding Company) Common Stock,Basic Materials
VMI,"Valmont Industries, Inc. Common Stock",Industrials
VMO,Invesco Municipal Opportunity Trust Common Stock,Financial Services
VNCE,Vince Holding Corp. Common Stock,Consumer Cyclical
VNO,Vornado Realty Trust Common Stock,Real Estate
VNT,Vontier Corporation Common Stock ,Technology
VOC,VOC Energy Trust Units of Beneficial Interest,Energy
VOTE,TCW Transform 500 ETF,Unknown
VOYA,"Voya Financial, Inc. Common Stock",Financial Services
VOYG,"Voyager Technologies, Inc. Class A Common Stock",Industrials
VPG,"Vishay Precision Group, Inc. Common Stock",Technology
VPV,Invesco Pennsylvania Value Municipal Income Trust Common Stock (DE),Financial Services
VRE,"Veris Residential, Inc. Common Stock",Real Estate
VRT,"Vertiv Holdings, LLC Class A Common Stock",Industrials
VRTS,"Virtus Investment Partners, Inc. Common Stock",Financial Services
VSCO,Victorias Secret & Co. Common Stock ,Consumer Cyclical
VSH,"Vishay Intertechnology, Inc. Common Stock",Technology
VST,Vistra Corp. Common Stock,Utilities
VSTS,Vestis Corporation Common Stock,Industrials
VTEX,VTEX Class A Common Shares,Technology
VTLE,"Vital Energy, Inc. Common Stock, par value $0.01 per share",Energy
VTMX,"Corporacion Inmobiliaria Vesta, S.A.B de C.V. American Depositary Shares, each representing ten (10) Common Shares",Real Estate
VTN,Invesco Trust for Investment Grade New York Municipals Common Stock,Financial Services
VTOL,"Bristow Group, Inc. Common Stock",Energy
VTR,"Ventas, Inc. Common Stock",Real Estate
VTS,"Vitesse Energy, Inc. Common Stock",Energy
VVR,Invesco Senior Income Trust Common Stock (DE),Financial Services
VVV,Valvoline Inc. Common Stock,Consumer Cyclical
VVX,"V2X, Inc. Common Stock",Industrials
VYX,NCR Voyix Corporation Common Stock,Technology
VZ,Verizon Communications Inc. Common Stock,Communication Services
W,Wayfair Inc. Class A Common Stock,Consumer Cyclical
WAB,Westinghouse Air Brake Technologies Corporation Common Stock,Industrials
WAL,Western Alliance Bancorporation Common Stock (DE),Financial Services
WAT,Waters Corporation Common Stock,Healthcare
WBS,Webster Financial Corporation Common Stock,Financial Services
WBX,Wallbox N.V. Class A Ordinary Shares,Technology
WCC,"WESCO International, Inc. Common Stock",Industrials
WCN,"Waste Connections, Inc. Common Shares",Industrials
WD,"Walker & Dunlop, Inc Common Stock",Financial Services
WDH,Waterdrop Inc. American Depositary Shares (each representing the right to receive 10 Class A Ordinary Shares),Financial Services
WDI,Western Asset Diversified Income Fund Common Shares of Beneficial Interest,Financial Services
WDS,"Woodside Energy Group Limited American Depositary Shares, each representing one Ordinary Share",Energy
WEA,Western Asset Bond Fund Share of Beneficial Interest,Financial Services
WEAV,"Weave Communications, Inc. Common Stock",Healthcare
WEC,"WEC Energy Group, Inc. Common Stock",Utilities
WELL,Welltower Inc. Common Stock,Real Estate
WES,"Western Midstream Partners, LP Common Units Representing Limited Partner Interests",Energy
WEX,WEX Inc. common stock,Technology
WF,Woori Financial Group Inc. American Depositary Shares (each representing three (3) shares of Common Stock),Financial Services
WFC,Wells Fargo & Company Common Stock,Financial Services
WFG,West Fraser Timber Co. Ltd Common stock,Basic Materials
WGO,"Winnebago Industries, Inc. Common Stock",Consumer Cyclical
WH,"Wyndham Hotels & Resorts, Inc. Common Stock ",Consumer Cyclical
WHD,"Cactus, Inc. Class A Common Stock",Energy
WHG,Westwood Holdings Group Inc Common Stock,Financial Services
WHR,Whirlpool Corporation Common Stock,Consumer Cyclical
WIA,Western Asset Inflation,Financial Services
WINN,Harbor ETF Trust Harbor Long,Unknown
WIT,Wipro Limited Common Stock,Technology
WIW,Western Asset Inflation,Financial Services
WK,Workiva Inc. Class A Common Stock,Technology
WKC,World Kinect Corporation Common Stock,Energy
WLK,Westlake Corporation Common Stock,Basic Materials
WLKP,Westlake Chemical Partners LP Common Units representing limited partner interests,Basic Materials
WLTG,ETF Opportunities Trust WealthTrust DBS Long Term Growth ETF,Unknown
WLY,"John Wiley & Sons, Inc. Common Stock",Communication Services
WLYB,"John Wiley & Sons, Inc. Common Stock",Communication Services
WM,"Waste Management, Inc. Common Stock",Industrials
WMB,"Williams Companies, Inc. (The) Common Stock",Energy
WMK,"Weis Markets, Inc. Common Stock",Consumer Defensive
WMS,"Advanced Drainage Systems, Inc. Common Stock",Industrials
WMT,Walmart Inc. Common Stock,Consumer Defensive
WNC,Wabash National Corporation Common Stock,Industrials
WNS,WNS (Holdings) Limited Ordinary Shares,Technology
WOLF,"Wolfspeed, Inc. Common Stock",Technology
WOR,"Worthington Enterprises, Inc. Common Shares",Industrials
WOW,"WideOpenWest, Inc. Common Stock",Communication Services
WPC,W. P. Carey Inc. REIT,Real Estate
WPM,Wheaton Precious Metals Corp Common Shares (Canada),Basic Materials
WPP,WPP plc American Depositary Shares,Communication Services
WRB,W.R. Berkley Corporation Common Stock,Financial Services
WRBY,Warby Parker Inc. Class A Common Stock,Healthcare
WS,"Worthington Steel, Inc. Common Shares",Basic Materials
WSM,Williams,Consumer Cyclical
WSO,"Watsco, Inc. Common Stock",Industrials
WSR,Whitestone REIT Common Shares,Real Estate
WST,"West Pharmaceutical Services, Inc. Common Stock",Healthcare
WT,"WisdomTree, Inc. Common Stock",Financial Services
WTI,"W&T Offshore, Inc. Common Stock",Energy
WTM,"White Mountains Insurance Group, Ltd. Common Stock",Financial Services
WTRG,"Essential Utilities, Inc. Common Stock",Utilities
WTS,"Watts Water Technologies, Inc. Class A Common Stock",Industrials
WTTR,"Select Water Solutions, Inc. Class A common stock",Energy
WU,Western Union Company (The) Common Stock,Financial Services
WWW,"Wolverine World Wide, Inc. Common Stock",Consumer Cyclical
WY,Weyerhaeuser Company Common Stock,Real Estate
X,United States Steel Corporation Common Stock,Basic Materials
XFLT,XAI Octagon Floating Rate & Alternative Income Trust Common Shares of Beneficial Interest,Financial Services
XHR,"Xenia Hotels & Resorts, Inc. Common Stock",Real Estate
XIFR,"XPLR Infrastructure, LP Common Units representing limited partner interests",Utilities
XIN,Xinyuan Real Estate Co Ltd American Depositary Shares,Real Estate
XOM,Exxon Mobil Corporation Common Stock,Energy
XPER,Xperi Inc. Common Stock ,Technology
XPEV,"XPeng Inc. American depositary shares, each representing two Class A ordinary shares",Consumer Cyclical
XPO,"XPO, Inc. Common Stock",Industrials
XPOF,"Xponential Fitness, Inc. Class A Common Stock",Consumer Cyclical
XPRO,Expro Group Holdings N.V. Common Stock,Energy
XYF,"X Financial American Depositary Shares, each representing six Class A Ordinary Shares",Financial Services
XYL,Xylem Inc. Common Stock New,Industrials
XYZ,"Block, Inc. Class A Common Stock,",Technology
YALA,"Yalla Group Limited American Depositary Shares, each representing one Class A Ordinary Share",Technology
YELP,Yelp Inc. Common Stock,Communication Services
YETI,"YETI Holdings, Inc. Common Stock",Consumer Cyclical
YEXT,"Yext, Inc. Common Stock",Technology
YMM,Full Truck Alliance Co. Ltd. American Depositary Shares (each representing 20 Class A Ordinary Shares),Technology
YOU,"Clear Secure, Inc. Class A Common Stock",Technology
YPF,YPF Sociedad Anonima Common Stock,Energy
YRD,"Yiren Digital Ltd. American Depositary Shares, each representing two ordinary shares",Financial Services
YSG,"Yatsen Holding Limited American Depositary Shares, each representing twenty (20) Class A Ordinary Shares",Consumer Defensive
YUM,"Yum! Brands, Inc.",Consumer Cyclical
YUMC,"Yum China Holdings, Inc. Common Stock",Consumer Cyclical
ZBH,"Zimmer Biomet Holdings, Inc. Common Stock",Healthcare
ZEPP,"Zepp Health Corporation American depositary shares, each representing sixteen Class A ordinary shares",Technology
ZETA,Zeta Global Holdings Corp. Class A Common Stock,Technology
ZGN,Ermenegildo Zegna N.V. Ordinary Shares,Consumer Cyclical
ZH,"Zhihu Inc. American Depositary Shares, each representing three (3) Class A Ordinary Shares",Communication Services
ZIM,ZIM Integrated Shipping Services Ltd. Ordinary Shares,Industrials
ZIP,"ZipRecruiter, Inc. Class A Common Stock",Communication Services
ZK,ZEEKR Intelligent Technology Holding Limited American Depositary Shares (each representing ten (10) Ordinary Shares),Consumer Cyclical
ZKH,"ZKH Group Limited American Depositary Shares, each representing thirty",Consumer Cyclical
ZTO,"ZTO Express (Cayman) Inc. American Depositary Shares, each representing one Class A ordinary share.",Industrials
ZTR,Virtus Total Return Fund Inc.,Unknown
ZTS,Zoetis Inc. Class A Common Stock,Healthcare
ZVIA,Zevia PBC Class A Common Stock,Consumer Defensive
ZWS,Zurn Elkay Water Solutions Corporation Common Stock,Industrials
ACCS,ACCESS Newswire Inc. Common Stock,Communication Services
ACU,Acme United Corporation. Common Stock,Consumer Defensive
AEF,abrdn Emerging Markets ex,Financial Services
AEON,"AEON Biopharma, Inc. Class A Common Stock",Healthcare
AIRI,Air Industries Group Common Stock,Industrials
AMBI,Ambipar Emergency Response Class A Ordinary Shares,Industrials
AMBO,Ambow Education Holding Ltd. American Depository Shares (each representing twenty (20) Class A Ordinary Shares),Consumer Defensive
AMS,American Shared Hospital Services Common Stock,Healthcare
AMUB,"ETRACS Alerian MLP Index ETN Series B due July 18, 2042",Unknown
AMZE,"Amaze Holdings, Inc. Common Stock",Consumer Defensive
APT,"Alpha Pro Tech, Ltd. Common Stock",Industrials
APUS,"Apimeds Pharmaceuticals US, Inc. Common Stock",Healthcare
AREN,"The Arena Group Holdings, Inc. Common Stock",Communication Services
ARMN,Aris Mining Corporation Common Shares,Basic Materials
ARMP,"Armata Pharmaceuticals, Inc. Common Stock",Healthcare
ASM,Avino Silver & Gold Mines Ltd. Common Shares (Canada),Basic Materials
ATCH,"AtlasClear Holdings, Inc. Common Stock",Technology
ATMP,iPath Select MLP ETN,Unknown
ATNM,"Actinium Pharmaceuticals, Inc. (Delaware) Common Stock",Healthcare
AUST,Austin Gold Corp. Common Shares,Basic Materials
AWX,Avalon Holdings Corporation Common Stock,Industrials
AXIL,"AXIL Brands, Inc. Common Stock",Technology
AZTR,Azitra Inc Common Stock,Healthcare
BAR,GraniteShares Gold Trust Shares of Beneficial Interest,Unknown
BATL,Battalion Oil Corporation Common Stock,Energy
BCV,"Bancroft Fund, Ltd.",Financial Services
BDCZ,"ETRACS MarketVector Business Development Companies Liquid Index ETN due April 26, 2041",Unknown
BDL,"Flanigan's Enterprises, Inc. Common Stock",Consumer Cyclical
BGI,Birks Group Inc. Common Stock,Consumer Cyclical
BHB,"Bar Harbor Bankshares, Inc. Common Stock",Financial Services
BHM,"Bluerock Homes Trust, Inc. Class A Common Stock",Real Estate
BKTI,BK Technologies Corporation Common Stock,Technology
BMNR,"BitMine Immersion Technologies, Inc. Common Stock",Financial Services
BQ,Boqii Holding Limited American Depositary Shares (each representing one hundred fifty (150) Class A Ordinary Shares),Consumer Cyclical
BRBS,"Blue Ridge Bankshares, Inc. Common Stock",Financial Services
BRIA,BrilliA Inc Class A Ordinary Shares,Consumer Cyclical
BRN,"Barnwell Industries, Inc. Common Stock",Energy
BTG,B2Gold Corp Common shares (Canada),Basic Materials
BURU,"Nuburu, Inc. Common Stock",Industrials
CANF,Can,Healthcare
CATX,"Perspective Therapeutics, Inc. Common Stock",Healthcare
CBOE,"Cboe Global Markets, Inc. Common Stock",Financial Services
CCEL,Cryo,Healthcare
CET,Central Securities Corporation Common Stock,Financial Services
CEV,Eaton Vance California Municipal Income Trust Shares of Beneficial Interest,Financial Services
CHEB,Chenghe Acquisition II Co. Class A Ordinary Shares,Financial Services
CHRO,Channel Therapeutics Corporation Common Stock,Healthcare
CIK,"Credit Suisse Asset Management Income Fund, Inc. Common Stock",Financial Services
CIX,CompX International Inc. Common Stock,Industrials
CKX,"CKX Lands, Inc. Common Stock",Energy
CLDI,"Calidi Biotherapeutics, Inc. Common Stock",Healthcare
CLM,"Cornerstone Strategic Investment Fund, Inc. Common Shares",Financial Services
CMCL,Caledonia Mining Corporation Plc Common Shares,Basic Materials
CMT,Core Molding Technologies Inc Common Stock,Basic Materials
CNL,Collective Mining Ltd. Common Shares,Basic Materials
COE,"51Talk Online Education Group American depositary shares, each representing 60 Class A ordinary shares",Consumer Defensive
COHN,Cohen & Company Inc.,Financial Services
CPHI,"China Pharma Holdings, Inc. Common Stock",Healthcare
CRF,"Cornerstone Total Return Fund, Inc. (The) Common Stock",Financial Services
CTGO,"Contango ORE, Inc. Common Stock",Basic Materials
CTM,"Castellum, Inc. Common Stock",Technology
CVM,Cel,Healthcare
CVR,Chicago Rivet & Machine Co. Common Stock,Industrials
CVU,"CPI Aerostructures, Inc. Common Stock",Industrials
CYBN,Cybin Inc. Common Shares,Healthcare
DC,Dakota Gold Corp. Common Stock,Basic Materials
DDC,DDC Enterprise Limited Class A Ordinary Shares,Consumer Defensive
DGP,"DB Gold Double Long ETN due February 15, 2038",Unknown
DGZ,"DB Gold Short ETN due February 15, 2038",Unknown
DHY,Credit Suisse High Yield Bond Fund Common Stock,Financial Services
DIT,AMCON Distributing Company Common Stock,Consumer Defensive
DJP,iPath Bloomberg Commodity Index Total Return ETN,Unknown
DMF,BNY Mellon Municipal Income Inc. Common Stock,Financial Services
DMYY,"dMY Squared Technology Group, Inc. Class A Common Stock",Financial Services
DNN,Denison Mines Corp Ordinary Shares (Canada),Energy
DSS,"DSS, Inc. Common Stock",Consumer Cyclical
DVS,Dolly Varden Silver Corporation Common Shares,Basic Materials
DXF,Eason Technology Limited American Depositary Shares (each representing sixty,Financial Services
DZZ,"DB Gold Double Short ETN due February 15, 2038",Unknown
EAD,Allspring Income Opportunities Fund Common Shares,Financial Services
ECF,Ellsworth Growth and Income Fund Ltd.,Financial Services
EIM,"Eaton Vance Municipal Bond Fund Common Shares of Beneficial Interest, $.01 par value",Financial Services
ELA,Envela Corporation Common Stock,Consumer Cyclical
ELLO,Ellomay Capital Ltd Ordinary Shares (Israel),Utilities
ELMD,"Electromed, Inc. Common Stock",Healthcare
EMX,EMX Royalty Corporation Common Shares (Canada),Basic Materials
ENX,"Eaton Vance New York Municipal Bond Fund Common Shares of Beneficial Interest, $.01 par value",Financial Services
EONR,EON Resources Inc. Class A Common Stock,Energy
EP,Empire Petroleum Corporation Common Stock,Energy
EPM,"Evolution Petroleum Corporation, Inc. Common Stock",Energy
EQX,Equinox Gold Corp. Common Shares,Basic Materials
ERC,Allspring Multi,Financial Services
ERH,Allspring Utilities and High Income Fund Common Shares,Financial Services
ESBA,"Empire State Realty OP, L.P. Series ES Operating Partnership Units Representing Limited Partnership Interests",Real Estate
ESP,Espey Mfg. & Electronics Corp. Common Stock,Industrials
EVI,"EVI Industries, Inc.  Common Stock",Industrials
EVM,"Eaton Vance California Municipal Bond Fund Common Shares of Beneficial Interest, $.01 par value",Financial Services
EVV,Eaton Vance Limited Duration Income Fund Common Shares of Beneficial Interest,Financial Services
EXOD,"Exodus Movement, Inc. Class A Common Stock",Technology
FAX,abrdn Asia,Financial Services
FCO,"abrdn Global Income Fund, Inc. Common Stock",Financial Services
FISK,"Empire State Realty OP, L.P. Series 250 Operating Partnership Units Representing Limited Partnership Interests",Real Estate
FLYX,"flyExclusive, Inc. Class A Common Stock",Industrials
FLYY,"Spirit Aviation Holdings, Inc. Common Stock",Industrials
FNGD,MicroSectors FANG  Index ,Unknown
FNGO,"MicroSectors FANG  Index 2X Leveraged ETNs due January 8, 2038",Unknown
FOXO,FOXO Technologies Inc. Class A Common Stock,Healthcare
FSI,Flexible Solutions International Inc. Common Stock (CDA),Basic Materials
FSP,Franklin Street Properties Corp. Common Stock,Real Estate
FTF,Franklin Limited Duration Income Trust Common Shares of Beneficial Interest,Financial Services
FURY,Fury Gold Mines Limited Common Shares,Basic Materials
GAU,Galiano Gold Inc.,Basic Materials
GBR,"New Concept Energy, Inc Common Stock",Real Estate
GENC,"Gencor Industries, Inc. Common Stock",Industrials
GGN,"GAMCO Global Gold, Natural Resources & Income Trust",Financial Services
GLDG,GoldMining Inc. Common Shares,Basic Materials
GLO,Clough Global Opportunities Fund Common Stock,Financial Services
GLQ,Clough Global Equity Fund Clough Global Equity Fund Common Shares of Beneficial Interest,Financial Services
GLU,Gabelli Global Utility Common Shares of Beneficial Ownership,Financial Services
GLV,Clough Global Dividend and Income Fund Common Shares of beneficial interest,Financial Services
GNS,Genius Group Limited Ordinary Shares,Consumer Defensive
GORO,Gold Resource Corporation Common Stock,Basic Materials
GPUS,"Hyperscale Data, Inc. Common Stock",Industrials
GRAF,Graf Global Corp. Class A ordinary shares,Financial Services
GRF,"Eagle Capital Growth Fund, Inc. Common Stock",Financial Services
GRN,iPath Series B Carbon Exchange,Unknown
GRO,Brazil Potash Corp. Common Shares,Basic Materials
GROY,Gold Royalty Corp. Common Shares,Basic Materials
GTE,Gran Tierra Energy Inc. Common Stock,Energy
HCWC,Healthy Choice Wellness Corp. Class A Common Stock,Consumer Defensive
HNW,"Pioneer Diversified High Income Fund, Inc.",Financial Services
HUSA,Houston American Energy Corporation Common Stock,Energy
HYLN,Hyliion Holdings Corp. Class A Common Stock,Consumer Cyclical
IAF,"abrdn Australia Equity Fund, Inc. Common Stock",Financial Services
IAUX,i,Basic Materials
IBO,"Impact BioMedical, Inc. Common Stock",Healthcare
IDR,"Idaho Strategic Resources, Inc. Common Stock",Basic Materials
IE,Ivanhoe Electric Inc. Common Stock,Basic Materials
IGC,"IGC Pharma, Inc. Common Stock",Healthcare
IHT,InnSuites Hospitality Trust Shares of Beneficial Interest,Real Estate
IMO,Imperial Oil Limited Common Stock,Energy
INDO,Indonesia Energy Corporation Limited Ordinary Shares,Energy
INFU,"InfuSystems Holdings, Inc. Common Stock",Healthcare
INLX,"Intellinetics, Inc. Common Stock",Technology
INTT,inTest Corporation Common Stock,Technology
INUV,"Inuvo, Inc.",Technology
IOR,"Income Opportunity Realty Investors, Inc. Common Stock",Financial Services
ISOU,IsoEnergy Ltd. Common Shares,Energy
ITP,"IT Tech Packaging, Inc. Common Stock",Basic Materials
ITRG,Integra Resources Corp. Common Shares,Basic Materials
JOB,GEE Group Inc. Common Stock,Industrials
KAPA,"Kairos Pharma, Ltd. Common Stock",Healthcare
KNW,"Know Labs, Inc. Common Stock",Technology
KULR,"KULR Technology Group, Inc. Common Stock",Technology
LCTX,"Lineage Cell Therapeutics, Inc. Common Stock",Healthcare
LEGT,Legato Merger Corp. III Ordinary Shares,Financial Services
LEU,Centrus Energy Corp. Class A Common Stock,Energy
LGCY,Legacy Education Inc. Common Stock,Consumer Defensive
LGL,"LGL Group, Inc. (The) Common Stock",Technology
LGPS,LogProstyle Inc. Common Shares,Industrials
LODE,Comstock Inc. Common Stock,Basic Materials
LPA,Logistic Properties of the Americas Ordinary Shares,Real Estate
LSF,"Laird Superfood, Inc. Common Stock",Consumer Defensive
LUD,Luda Technology Group Limited Ordinary Shares,Basic Materials
MAG,MAG Silver Corporation Ordinary Shares,Basic Materials
MAIA,"MAIA Biotechnology, Inc. Common Stock",Healthcare
MCRP,Micropolis Holding Company Ordinary Shares,Technology
MGLD,"The Marygold Companies, Inc. Common Stock",Financial Services
MHH,"Mastech Digital, Inc Common Stock",Industrials
MI,NFT Limited Class A Ordinary Share,Consumer Cyclical
MITQ,"Moving iMage Technologies, Inc. Common Stock",Technology
MLPB,"ETRACS Alerian MLP Infrastructure Index ETN Series B due April 2, 2040",Unknown
MLSS,"Milestone Scientific, Inc. Common Stock",Healthcare
MMA,Mixed Martial Arts Group Limited Ordinary Shares,Consumer Cyclical
MPTI,M,Technology
MPU,Mega Matrix Inc. Class A Ordinary Shares,Communication Services
MRT,"Marti Technologies, Inc. Class A Ordinary Shares",Technology
MSN,Emerson Radio Corporation Common Stock,Technology
MTA,Metalla Royalty & Streaming Ltd. Common Shares,Basic Materials
MTNB,"Matinas Biopharma Holdings, Inc. Common Stock",Healthcare
MWG,Multi Ways Holdings Limited Ordinary Shares,Industrials
MXC,Mexco Energy Corporation Common Stock,Energy
MYND,"Mynd.ai, Inc. American Depositary Shares",Consumer Defensive
MYO,Myomo Inc. Common Stock,Healthcare
NAK,"Northern Dynasty Minerals, Ltd. Common Stock",Basic Materials
NBH,Neuberger Berman Municipal Fund Inc. Common Stock,Financial Services
NBY,"NovaBay Pharmaceuticals, Inc. Common Stock",Healthcare
NCL,Northann Corp. Common Stock,Consumer Cyclical
NEN,New England Realty Associates Limited Partnership Class A Depositary Receipts Evidencing Units of Limited Partnership,Real Estate
NEWP,New Pacific Metals Corp. Common Shares,Basic Materials
NFGC,New Found Gold Corp Common Shares,Basic Materials
NG,Novagold Resources Inc.,Basic Materials
NGD,New Gold Inc.,Basic Materials
NHC,National HealthCare Corporation Common Stock,Healthcare
NHS,Neuberger Berman High Yield Strategies Fund,Financial Services
NML,Neuberger Berman Energy Infrastructure and Income Fund Inc. Common Stock,Financial Services
NNVC,"NanoViricides, Inc. Common Stock",Healthcare
NRO,"Neuberger Berman Real Estate Securities Income Fund, Inc.",Financial Services
NRXS,"Neuraxis, Inc. Common Stock",Healthcare
NTIP,Network,Industrials
OBE,Obsidian Energy Ltd. Common Shares,Energy
OGCP,"Empire State Realty OP, L.P. Series 60 Operating Partnership Units Representing Limited Partnership Interests",Real Estate
OGEN,Oragenics Inc. Common Stock,Healthcare
OPHC,"OptimumBank Holdings, Inc. Common Stock",Financial Services
OPTT,"Ocean Power Technologies, Inc. Common Stock",Industrials
ORLA,Orla Mining Ltd. Common Shares,Basic Materials
OSTX,OS Therapies Incorporated Common Stock,Healthcare
OZ,"Belpointe PREP, LLC Class A Units",Real Estate
PED,Pedevco Corp. Common Stock,Energy
PFFL,"ETRACS 2xMonthly Pay Leveraged Preferred Stock Index ETN due September 25, 2048",Unknown
PHGE,BiomX Inc. COmmon Stock,Healthcare
PLAG,Planet Green Holdings Corp. Common Stock,Industrials
PLG,Platinum Group Metals Ltd. Ordinary Shares (Canada),Basic Materials
PLX,"Protalix BioTherapeutics, Inc. (DE) Common Stock",Healthcare
PMNT,Perfect Moment Ltd. Common Stock,Consumer Cyclical
PRK,Park National Corporation Common Stock,Financial Services
PW,Power REIT (MD) Common Stock,Real Estate
PZG,Paramount Gold Nevada Corp. Common Stock,Basic Materials
RCG,"RENN Fund, Inc Common Stock",Financial Services
REI,"Ring Energy, Inc. Common Stock",Energy
REPX,"Riley Exploration Permian, Inc. Common Stock",Energy
RLGT,"Radiant Logistics, Inc. Common Stock",Industrials
ROLR,"High Roller Technologies, Inc. Common Stock",Consumer Cyclical
RVP,"Retractable Technologies, Inc. Common Stock",Healthcare
RYDE,Ryde Group Ltd. Class A Ordinary Shares,Technology
SACH,Sachem Capital Corp. Common Shares,Real Estate
SATX,SatixFy Communications Ltd. Ordinary Share,Technology
SBEV,"Splash Beverage Group, Inc. (NV) Common Stock",Consumer Defensive
SCCC,Sachem Capital Corp. 7.75% Notes due 2025,Unknown
SCCD,Sachem Capital Corp. 6.00% Notes due 2026,Unknown
SCCE,Sachem Capital Corp. 6.00% Notes due 2027,Unknown
SCCF,Sachem Capital Corp. 7.125% Notes due 2027,Unknown
SCCG,Sachem Capital Corp. 8.00% Notes due 2027,Unknown
SEB,Seaboard Corporation Common Stock,Industrials
SEG,Seaport Entertainment Group Inc. Common Stock,Real Estate
SENS,"Senseonics Holdings, Inc. Common Stock",Healthcare
SER,"Serina Therapeutics, Inc. Common Stock",Healthcare
SGN,"Signing Day Sports, Inc. Common Stock",Technology
SIF,"SIFCO Industries, Inc. Common Stock",Industrials
SIM,"Grupo Simec, S.A.B. de C.V. American Depositary Shares",Basic Materials
SLI,Standard Lithium Ltd. Common Shares,Basic Materials
SLND,"Southland Holdings, Inc. Common Stock",Industrials
SLSR,Solaris Resources Inc. Common Shares,Basic Materials
SMHB,ETRACS Monthly Pay 2x Leveraged Small Cap High Dividend ETN Series B,Unknown
SOAR,"Volato Group, Inc. Class A Common Stock",Industrials
SRXH,"SRX Health Solutions, Inc. Common Stock",Healthcare
SSY,"SunLink Health Systems, Inc. Common Stock",Healthcare
STRW,"Strawberry Fields REIT, Inc. Common Stock",Real Estate
STXS,"Stereotaxis, Inc. Common Stock",Healthcare
SVM,Silvercorp Metals Inc. Common Shares,Basic Materials
SVT,"Servotronics, Inc. Common Stock",Industrials
SYNX,Silynxcom Ltd. Ordinary Shares,Technology
TGB,"Taseko Mines, Ltd. Common Stock",Basic Materials
TGEN,Tecogen Inc. Common Stock,Industrials
THM,"International Tower Hill Mines, Ltd. Ordinary Shares (Canada)",Basic Materials
TMDE,TMD Energy Limited Ordinary Shares,Energy
TMP,Tompkins Financial Corporation Common Stock,Financial Services
TMQ,Trilogy Metals Inc. Common Stock,Basic Materials
TOON,"Kartoon Studios, Inc. Common Stock",Communication Services
TOPP,Toppoint Holdings Inc. Common Stock,Industrials
TOPS,"TOP Ships, Inc. Common Stock",Energy
TOVX,"Theriva Biologics, Inc. Common Stock",Healthcare
TPET,Trio Petroleum Corp. Common Stock,Energy
TRT,Trio,Technology
TRX,TRX Gold Corporation Common Stock,Basic Materials
UAMY,United States Antimony Corporation Common Stock,Basic Materials
UAVS,"AgEagle Aerial Systems, Inc. Common Stock",Technology
UCIB,"ETRACS UBS Bloomberg Constant Maturity Commodity Index (CMCI) Total Return ETN Series B due April 5, 2038",Unknown
UEC,Uranium Energy Corp. Common Stock,Energy
UMAC,"Unusual Machines, Inc. Common Stock",Technology
URG,Ur Energy Inc Common Shares (Canada),Energy
USAS,"Americas Gold and Silver Corporation Common Shares, no par value",Basic Materials
UTG,Reaves Utility Income Fund Common Shares of Beneficial Interest,Financial Services
UUU,"Universal Security Instruments, Inc. Common Stock",Industrials
UUUU,Energy Fuels Inc Ordinary Shares (Canada),Energy
